,A,B,C,D,E,F
0,-0.07436808359465055,-2.0,-0.038722646841836204,-0.3870977239842688,-2.9127787732997557,2.797143504330983
1,5.027759525410345,-2.0,0.9481845197704969,-2.291718188809173,-0.8816185795943242,1.6042265169364789
2,-0.10936544414386826,-2.0,-0.21646667021091306,-0.3388912618592923,-1.9973341490478203,1.6531862653937355
3,0.10917025466954158,-2.0,-1.04990458827351,0.5773932682132632,-0.8784052802020964,-0.23589492702060386
4,0.20296580551672425,-2.0,1.4563332642397222,0.6535889664193972,-0.2343819265229521,1.798658647270544
5,7.816075056307909,-2.0,-0.3731967100980657,-2.835540122766095,-0.05709558425194383,-0.5617766742512238
6,7.706115985004758,-2.0,0.3606581365081545,-2.8160839327891507,0.158620858487591,0.4125111607463362
7,0.3380450554353083,-2.0,-0.06889218365365136,0.7498385072425662,-0.26255287461198507,0.6688799043432981
8,10.991884342089348,-2.0,0.13634939556209724,-3.3490442029925194,-1.056048020193507,0.7343901026639086
9,5.1800074998251056,-2.0,2.952609522445,2.32469787958211,-1.9312445679180805,4.4553271933959495
10,0.661767609018896,-2.0,2.415644322194259,0.9412652870085817,-1.3472758491781285,3.738631967542382
11,7.051590706484659,-2.0,-0.8220018085117279,-2.6973697258613085,-1.2929022075204912,0.06605546340898794
12,63.052688663185926,-2.0,-1.5134173507515671,-7.9546779566928025,2.868682500097507,-4.518920932363617
13,4.803580524451853,-2.0,-0.1022661570986382,-2.2422741259623686,-1.929540959285153,1.5920609012545355
14,12.913470818142265,-2.0,-0.8656306645349117,-3.624594260003555,-0.35967140778692797,-0.6299289541077748
15,4.906929566057698,-2.0,-0.34794185376861025,-2.2652024848931607,-1.4121683174759556,1.1668396036009474
16,2.1064340814464884,-2.0,0.6973205509506225,-1.5266456081733377,-2.023669528032103,2.637494258179769
17,0.1998634271765545,-2.0,1.1260596457043093,-0.6512113011035713,0.02974571533363224,1.0243217599680756
18,18.502048454739313,-2.0,-0.0771916220881657,-4.327385028657349,1.2008422484177457,-1.1313176708996944
19,-0.15117661222112175,-2.0,-0.35196879823490484,-0.270251955196128,-1.905256321891469,1.9192592426143882
20,2.9133490291872515,-2.0,-1.580562580071661,-1.7713163920360764,1.155223606248702,-2.6284974509821266
21,-0.1984200802597393,-2.0,-0.06831967939200971,0.1606009067493468,-0.123861440445867,-0.3577724718363706
22,3.851231243527624,-2.0,2.3856052042355094,-2.018772888424073,-0.4020098798697388,2.4591090623009952
23,5.1730783863360115,-2.0,-1.2133040480137443,-2.3232070759715895,-0.5295189939169659,-1.0128278977919987
24,0.27401587976269504,-2.0,-0.5447511699475452,-0.7058531088485385,-1.1650609857064382,0.5903469697522616
25,-0.21872222855837534,-2.0,-0.23888824071500403,-0.07409792810920113,-1.6743064422254528,1.5411050027299986
26,-0.09786244563814214,-2.0,0.7272306167676792,0.35545785385937045,-1.3215851814218578,1.8487791405723928
27,-0.18735298652425494,-2.0,0.6612584576531915,-0.191988918909912,-1.4913410492271697,2.136263211797953
28,0.7062383832431209,-2.0,-1.688163451967954,-0.9645989398457644,-1.8180097744731887,0.14680858990722903
29,0.7191055043801167,-2.0,-4.145778084279056,0.9712457134466892,-2.2467571491578426,-1.9889523476369926
30,1.227530995048062,-2.0,0.5292931357648359,-1.2048832833749972,-0.6036504548738452,1.1787677287965053
31,2.53400728231527,-2.0,0.07666534758251126,-1.6607889732966443,0.5997057517290362,-0.33382192111108616
32,0.9525898938561499,-2.0,-4.853420247356273,1.0848053398488604,-1.3520698773430673,-3.6906831787895813
33,0.6324338395285256,-2.0,0.7346975705058922,-0.9255520358342784,-1.159787274290493,1.8696471259538805
34,6.544017403404856,-2.0,-0.08129840114360734,-2.6015822368153785,-1.9292527307693281,1.9832578435629655
35,-0.2097554121508253,-2.0,0.10091882646742178,-0.12023859346161025,0.5725105543159115,-0.6358216723594441
36,-0.09989404776919761,-2.0,0.12232195777138025,0.3525885473739243,-1.7393065954045337,1.6496312625958114
37,5.6125784742082505,-2.0,-0.4183130797122,-2.4159451992370817,-2.17903143349177,1.9053101584917784
38,5.801518642865311,-2.0,-0.08301986449954733,2.454736518319993,-2.255861294083708,1.8390223201000775
39,0.770472966654024,-2.0,1.1838841004375742,-0.9973393094441207,-2.5767558367458117,4.229825603398875
40,0.869211840465699,-2.0,-0.2830874250034842,-1.0456694372382462,-1.0479917885474799,1.19400598745931
41,14.713416202635809,-2.0,0.5785055606505364,-3.8649228885120412,0.26155872953660086,0.062360535141558704
42,0.3611758098080221,-2.0,-0.22202188514068594,0.7651068822827787,-1.5552332534884439,1.5308599391691509
43,18.62643900937371,-2.0,1.36788081302853,-4.341733725239511,1.5250862252888948,-0.2730230994358133
44,7.977850034597026,-2.0,-0.22106965619785673,-2.863924364592312,-2.1118317677188325,1.8707245805249968
45,1.0611739150441462,-2.0,0.1458973692916485,-1.1337489345320673,-1.271613876149754,1.1041590679341111
46,-0.17620240783975546,-2.0,-0.36853569062315683,0.2191125821779667,-2.584565909565202,2.455794059682467
47,1.048807997983284,-2.0,0.1819628797826686,1.1282822029491273,-2.177822471875568,2.2390390864225713
48,7.6233031886068,-2.0,-0.08433283801933027,-2.8013418070837504,-0.9918370188643393,0.7619038123308353
49,76.51989810007512,-2.0,-1.3193725630868611,-8.760371614924995,-1.4119359017059137,0.1272155650581106
50,50.86955399087843,-2.0,1.0196077582283427,-7.147990397474445,1.0936148013968716,-0.5074461924154501
51,23.48374550623461,-2.0,-2.177133551237903,-4.869081868046897,-0.7180306656705041,-1.6014628155748212
52,1.2199784044912214,-2.0,-0.9648837387994131,-1.2017450378510715,-2.227352641922264,1.277411987215515
