,A,B,C,D,E,F
0,6.6154695500185925,0.14799184251127265,2.0,-2.377463747908565,-1.2083318833121446,3.128497211009837
1,0.46450034016659103,1.2565512287511167,2.0,-0.4258347298303806,-1.514997648614353,3.353350716010914
2,2.3090764100578896,7.504707554807698,2.0,-1.4116635948573961,-1.6534010228525515,3.5154288379170806
3,1.9250469211160326,0.7851584249120714,2.0,-1.1152148409506413,-1.573345615244699,3.427688514362926
4,8.534022190099032,23.263972321395393,2.0,-2.9754896109486753,-1.9908509969433141,3.564581387908518
5,20.618030183284944,0.37579152276164723,2.0,-4.440016471569143,1.2571203032155367,1.0502470686190715
6,5.928449301858174,0.4465278021668523,2.0,-2.2477612965014204,-2.602811794352221,4.880715324789203
7,18.227655058830443,1.4904395041107077,2.0,-4.263017498255161,-2.064945297445904,4.057116369218839
8,1.6780130093510663,1.1614841747624718,2.0,-1.142789620727597,-2.3883755762830545,4.633507511053347
9,16.47977937999581,1.510577417825116,2.0,-4.05530891077818,-1.081667248646943,2.808314236344353
10,1.1027829502340902,6.6318513196477555,2.0,0.434611497631876,-1.3280227709473142,3.0380283944684434
11,15.654952815280643,0.19218686233028398,2.0,-3.8339662802797987,-2.1559278227008414,3.9330888673855338
12,2.886748037082276,0.09344397479074373,2.0,1.3845736713237764,-2.282364765931622,4.161674907418504
13,11.556244880830562,3.668521254789611,2.0,-3.52796457971131,0.10835357855678829,1.6001162880791417
14,13.030885013426673,0.0017249848173431807,2.0,-3.4722931908389407,-1.2749092875703387,2.982397208939641
15,5.291784380415078,19.621561343248406,2.0,2.1450418877352138,-1.8948514125809965,3.9674251329779016
16,-0.4140490727134696,8.330418946377316,2.0,0.2655194814277799,-0.9822859156540793,3.5390166099567653
17,3.1226016379493213,0.3901687663233399,2.0,1.4912042972705721,-2.24753405873018,4.025263891616672
18,0.253472102755387,1.3327467790265426,2.0,-0.20880128716852697,-1.714526675844585,3.6819663857992713
19,7.733107859280295,0.41601398180579763,2.0,-2.616167872737853,-2.06561929488867,3.9033535734813563
20,0.8320493289856247,1.6490470046953927,2.0,0.9675503481730431,-0.4248082869961902,2.6273200374587846
21,3.5817045563529257,0.10980977585608145,2.0,-1.6166821257842177,0.22800653430888151,1.7854217415669753
22,52.95969317269168,6.995575051472199,2.0,-7.226951271362037,4.221447632811085,-2.597834773669098
23,-0.4726195190210571,3.925893417453741,2.0,0.5110736902014664,-0.40747884010109237,2.176661214708938
24,3.167868726777848,0.07449765102855249,2.0,-1.4820849825709175,-1.3313985084954076,3.3114466536586127
25,1.7597644467644573,0.9980516899633616,2.0,-1.1152386394722034,-1.6262044928184296,3.6823026028577743
26,2.3654782769140406,0.25515937752255397,2.0,1.1932261720635187,-1.4879303639470214,3.393642520861278
27,-1.0014235332924932,3.1276920584981944,2.0,0.15624774214397896,-0.9821610379959719,2.7790533572250133
28,-0.018164725593951662,4.711994648378286,2.0,0.09034992161640254,-0.9554563327969838,2.7160200638676537
29,0.9744544237194591,0.0005448448456292923,2.0,-0.019699595967069383,-1.2008381008047238,3.4754958305578127
30,-0.7032914719645609,8.603691810640731,2.0,0.06378636892279888,-1.9063234204361983,3.793229091648399
